,target
4830,neutral or dissatisfied
4831,neutral or dissatisfied
4832,neutral or dissatisfied
4833,satisfied
4834,neutral or dissatisfied
4835,neutral or dissatisfied
4836,satisfied
4837,satisfied
4838,neutral or dissatisfied
4839,neutral or dissatisfied
4840,neutral or dissatisfied
4841,neutral or dissatisfied
4842,neutral or dissatisfied
4843,neutral or dissatisfied
4844,neutral or dissatisfied
4845,satisfied
4846,satisfied
4847,satisfied
4848,neutral or dissatisfied
4849,neutral or dissatisfied
4850,neutral or dissatisfied
4851,neutral or dissatisfied
4852,neutral or dissatisfied
4853,satisfied
4854,neutral or dissatisfied
4855,neutral or dissatisfied
4856,neutral or dissatisfied
4857,neutral or dissatisfied
4858,neutral or dissatisfied
4859,satisfied
4860,satisfied
4861,neutral or dissatisfied
4862,neutral or dissatisfied
4863,satisfied
4864,neutral or dissatisfied
4865,neutral or dissatisfied
4866,satisfied
4867,satisfied
4868,neutral or dissatisfied
4869,neutral or dissatisfied
4870,satisfied
4871,satisfied
4872,satisfied
4873,neutral or dissatisfied
4874,neutral or dissatisfied
4875,neutral or dissatisfied
4876,neutral or dissatisfied
4877,satisfied
4878,neutral or dissatisfied
4879,neutral or dissatisfied
4880,neutral or dissatisfied
4881,neutral or dissatisfied
4882,neutral or dissatisfied
4883,satisfied
4884,satisfied
4885,satisfied
4886,neutral or dissatisfied
4887,satisfied
4888,neutral or dissatisfied
4889,satisfied
4890,satisfied
4891,satisfied
4892,satisfied
4893,satisfied
4894,neutral or dissatisfied
4895,satisfied
4896,satisfied
4897,satisfied
4898,neutral or dissatisfied
4899,neutral or dissatisfied
4900,satisfied
4901,neutral or dissatisfied
4902,neutral or dissatisfied
4903,neutral or dissatisfied
4904,satisfied
4905,neutral or dissatisfied
4906,satisfied
4907,neutral or dissatisfied
4908,satisfied
4909,neutral or dissatisfied
4910,neutral or dissatisfied
4911,satisfied
4912,satisfied
4913,neutral or dissatisfied
4914,neutral or dissatisfied
4915,satisfied
4916,neutral or dissatisfied
4917,satisfied
4918,satisfied
4919,satisfied
4920,satisfied
4921,satisfied
4922,neutral or dissatisfied
4923,neutral or dissatisfied
4924,satisfied
4925,satisfied
4926,neutral or dissatisfied
4927,neutral or dissatisfied
4928,satisfied
4929,satisfied
4930,neutral or dissatisfied
4931,neutral or dissatisfied
4932,satisfied
4933,neutral or dissatisfied
4934,neutral or dissatisfied
4935,neutral or dissatisfied
4936,neutral or dissatisfied
4937,satisfied
4938,satisfied
4939,neutral or dissatisfied
4940,satisfied
4941,satisfied
4942,satisfied
4943,satisfied
4944,satisfied
4945,neutral or dissatisfied
4946,satisfied
4947,neutral or dissatisfied
4948,neutral or dissatisfied
4949,neutral or dissatisfied
4950,neutral or dissatisfied
4951,neutral or dissatisfied
4952,neutral or dissatisfied
4953,neutral or dissatisfied
4954,neutral or dissatisfied
4955,satisfied
4956,satisfied
4957,satisfied
4958,neutral or dissatisfied
4959,neutral or dissatisfied
4960,neutral or dissatisfied
4961,satisfied
4962,satisfied
4963,neutral or dissatisfied
4964,satisfied
4965,neutral or dissatisfied
4966,satisfied
4967,neutral or dissatisfied
4968,neutral or dissatisfied
4969,neutral or dissatisfied
4970,satisfied
4971,neutral or dissatisfied
4972,satisfied
4973,neutral or dissatisfied
4974,satisfied
4975,satisfied
4976,satisfied
4977,neutral or dissatisfied
4978,neutral or dissatisfied
4979,neutral or dissatisfied
4980,neutral or dissatisfied
4981,satisfied
4982,neutral or dissatisfied
4983,neutral or dissatisfied
4984,neutral or dissatisfied
4985,satisfied
4986,neutral or dissatisfied
4987,neutral or dissatisfied
4988,satisfied
4989,neutral or dissatisfied
4990,satisfied
4991,satisfied
4992,neutral or dissatisfied
4993,neutral or dissatisfied
4994,neutral or dissatisfied
4995,satisfied
4996,satisfied
4997,satisfied
4998,neutral or dissatisfied
4999,satisfied
5000,satisfied
5001,satisfied
5002,neutral or dissatisfied
5003,satisfied
5004,neutral or dissatisfied
5005,satisfied
5006,satisfied
5007,satisfied
5008,neutral or dissatisfied
5009,neutral or dissatisfied
5010,neutral or dissatisfied
5011,satisfied
5012,neutral or dissatisfied
5013,satisfied
5014,neutral or dissatisfied
5015,neutral or dissatisfied
5016,neutral or dissatisfied
5017,satisfied
5018,satisfied
5019,neutral or dissatisfied
5020,neutral or dissatisfied
5021,satisfied
5022,satisfied
5023,neutral or dissatisfied
5024,neutral or dissatisfied
5025,satisfied
5026,satisfied
5027,neutral or dissatisfied
5028,neutral or dissatisfied
5029,satisfied
5030,neutral or dissatisfied
5031,satisfied
5032,satisfied
5033,satisfied
5034,neutral or dissatisfied
5035,satisfied
5036,satisfied
5037,neutral or dissatisfied
5038,satisfied
5039,satisfied
5040,neutral or dissatisfied
5041,neutral or dissatisfied
5042,satisfied
5043,neutral or dissatisfied
5044,neutral or dissatisfied
5045,neutral or dissatisfied
5046,neutral or dissatisfied
5047,satisfied
5048,neutral or dissatisfied
5049,neutral or dissatisfied
5050,satisfied
5051,satisfied
5052,satisfied
5053,satisfied
5054,satisfied
5055,satisfied
5056,neutral or dissatisfied
5057,satisfied
5058,satisfied
5059,neutral or dissatisfied
5060,satisfied
5061,neutral or dissatisfied
5062,satisfied
5063,neutral or dissatisfied
5064,satisfied
5065,satisfied
5066,neutral or dissatisfied
5067,neutral or dissatisfied
5068,neutral or dissatisfied
5069,neutral or dissatisfied
5070,neutral or dissatisfied
5071,neutral or dissatisfied
5072,neutral or dissatisfied
5073,neutral or dissatisfied
5074,neutral or dissatisfied
5075,satisfied
5076,satisfied
5077,satisfied
5078,satisfied
5079,neutral or dissatisfied
5080,satisfied
5081,neutral or dissatisfied
5082,neutral or dissatisfied
5083,satisfied
5084,neutral or dissatisfied
5085,satisfied
5086,satisfied
5087,satisfied
5088,satisfied
5089,neutral or dissatisfied
5090,satisfied
5091,neutral or dissatisfied
5092,satisfied
5093,satisfied
5094,neutral or dissatisfied
5095,satisfied
5096,satisfied
5097,satisfied
5098,neutral or dissatisfied
5099,satisfied
5100,satisfied
5101,neutral or dissatisfied
5102,satisfied
5103,neutral or dissatisfied
5104,satisfied
5105,neutral or dissatisfied
5106,neutral or dissatisfied
5107,satisfied
5108,neutral or dissatisfied
5109,neutral or dissatisfied
5110,neutral or dissatisfied
5111,satisfied
5112,neutral or dissatisfied
5113,neutral or dissatisfied
5114,satisfied
5115,neutral or dissatisfied
5116,neutral or dissatisfied
5117,neutral or dissatisfied
5118,neutral or dissatisfied
5119,neutral or dissatisfied
5120,neutral or dissatisfied
5121,satisfied
5122,satisfied
5123,neutral or dissatisfied
5124,neutral or dissatisfied
5125,neutral or dissatisfied
5126,satisfied
5127,neutral or dissatisfied
5128,neutral or dissatisfied
5129,neutral or dissatisfied
5130,neutral or dissatisfied
5131,satisfied
5132,neutral or dissatisfied
5133,neutral or dissatisfied
5134,neutral or dissatisfied
5135,neutral or dissatisfied
5136,satisfied
5137,neutral or dissatisfied
5138,satisfied
5139,neutral or dissatisfied
5140,satisfied
5141,neutral or dissatisfied
5142,satisfied
5143,neutral or dissatisfied
5144,neutral or dissatisfied
5145,neutral or dissatisfied
5146,neutral or dissatisfied
5147,satisfied
5148,neutral or dissatisfied
5149,neutral or dissatisfied
5150,satisfied
5151,satisfied
5152,satisfied
5153,neutral or dissatisfied
5154,satisfied
5155,neutral or dissatisfied
5156,satisfied
5157,neutral or dissatisfied
5158,satisfied
5159,neutral or dissatisfied
5160,neutral or dissatisfied
5161,neutral or dissatisfied
5162,neutral or dissatisfied
5163,neutral or dissatisfied
5164,satisfied
5165,neutral or dissatisfied
5166,neutral or dissatisfied
5167,satisfied
5168,satisfied
5169,satisfied
5170,neutral or dissatisfied
5171,satisfied
5172,satisfied
5173,neutral or dissatisfied
5174,neutral or dissatisfied
5175,neutral or dissatisfied
5176,neutral or dissatisfied
5177,neutral or dissatisfied
5178,satisfied
5179,neutral or dissatisfied
5180,satisfied
5181,neutral or dissatisfied
5182,neutral or dissatisfied
5183,satisfied
5184,neutral or dissatisfied
5185,neutral or dissatisfied
5186,neutral or dissatisfied
5187,satisfied
5188,neutral or dissatisfied
5189,satisfied
5190,neutral or dissatisfied
5191,neutral or dissatisfied
5192,satisfied
5193,neutral or dissatisfied
5194,satisfied
5195,satisfied
5196,neutral or dissatisfied
5197,satisfied
5198,satisfied
5199,satisfied
5200,satisfied
5201,satisfied
5202,neutral or dissatisfied
5203,satisfied
5204,satisfied
5205,neutral or dissatisfied
5206,satisfied
5207,satisfied
5208,neutral or dissatisfied
5209,satisfied
5210,neutral or dissatisfied
5211,neutral or dissatisfied
5212,neutral or dissatisfied
5213,satisfied
5214,neutral or dissatisfied
5215,satisfied
5216,neutral or dissatisfied
5217,neutral or dissatisfied
5218,satisfied
5219,satisfied
5220,satisfied
5221,satisfied
5222,neutral or dissatisfied
5223,satisfied
5224,satisfied
5225,neutral or dissatisfied
5226,neutral or dissatisfied
5227,satisfied
5228,satisfied
5229,satisfied
5230,satisfied
5231,neutral or dissatisfied
5232,satisfied
5233,neutral or dissatisfied
5234,neutral or dissatisfied
5235,satisfied
5236,neutral or dissatisfied
5237,neutral or dissatisfied
5238,satisfied
5239,neutral or dissatisfied
5240,neutral or dissatisfied
5241,satisfied
5242,satisfied
5243,neutral or dissatisfied
5244,neutral or dissatisfied
5245,satisfied
5246,satisfied
5247,satisfied
5248,neutral or dissatisfied
5249,satisfied
5250,neutral or dissatisfied
5251,satisfied
5252,neutral or dissatisfied
5253,neutral or dissatisfied
5254,neutral or dissatisfied
5255,satisfied
5256,neutral or dissatisfied
5257,satisfied
5258,neutral or dissatisfied
5259,satisfied
5260,neutral or dissatisfied
5261,satisfied
5262,satisfied
5263,neutral or dissatisfied
5264,satisfied
5265,satisfied
5266,satisfied
5267,neutral or dissatisfied
5268,neutral or dissatisfied
5269,neutral or dissatisfied
5270,satisfied
5271,neutral or dissatisfied
5272,satisfied
5273,neutral or dissatisfied
5274,neutral or dissatisfied
5275,satisfied
5276,satisfied
5277,satisfied
5278,neutral or dissatisfied
5279,satisfied
5280,neutral or dissatisfied
5281,satisfied
5282,satisfied
5283,satisfied
5284,neutral or dissatisfied
5285,neutral or dissatisfied
5286,satisfied
5287,satisfied
5288,neutral or dissatisfied
5289,neutral or dissatisfied
5290,satisfied
5291,neutral or dissatisfied
5292,satisfied
5293,neutral or dissatisfied
5294,neutral or dissatisfied
5295,satisfied
5296,neutral or dissatisfied
5297,neutral or dissatisfied
5298,satisfied
5299,neutral or dissatisfied
5300,satisfied
5301,satisfied
5302,neutral or dissatisfied
5303,satisfied
5304,neutral or dissatisfied
5305,neutral or dissatisfied
5306,satisfied
5307,neutral or dissatisfied
5308,neutral or dissatisfied
5309,neutral or dissatisfied
5310,neutral or dissatisfied
5311,satisfied
5312,satisfied
5313,neutral or dissatisfied
5314,neutral or dissatisfied
5315,neutral or dissatisfied
5316,neutral or dissatisfied
5317,satisfied
5318,satisfied
5319,neutral or dissatisfied
5320,neutral or dissatisfied
5321,neutral or dissatisfied
5322,neutral or dissatisfied
5323,satisfied
5324,satisfied
5325,satisfied
5326,satisfied
5327,neutral or dissatisfied
5328,satisfied
5329,satisfied
5330,satisfied
5331,satisfied
5332,satisfied
5333,satisfied
5334,satisfied
5335,neutral or dissatisfied
5336,neutral or dissatisfied
5337,satisfied
5338,neutral or dissatisfied
5339,neutral or dissatisfied
5340,neutral or dissatisfied
5341,satisfied
5342,satisfied
5343,neutral or dissatisfied
5344,satisfied
5345,satisfied
5346,satisfied
5347,neutral or dissatisfied
5348,neutral or dissatisfied
5349,satisfied
5350,satisfied
5351,satisfied
5352,neutral or dissatisfied
5353,neutral or dissatisfied
5354,satisfied
5355,satisfied
5356,neutral or dissatisfied
5357,neutral or dissatisfied
5358,satisfied
5359,neutral or dissatisfied
5360,satisfied
5361,neutral or dissatisfied
5362,satisfied
5363,satisfied
5364,neutral or dissatisfied
5365,neutral or dissatisfied
5366,neutral or dissatisfied
5367,neutral or dissatisfied
5368,satisfied
5369,neutral or dissatisfied
5370,satisfied
5371,satisfied
5372,neutral or dissatisfied
5373,neutral or dissatisfied
5374,neutral or dissatisfied
5375,satisfied
5376,satisfied
5377,satisfied
5378,satisfied
5379,neutral or dissatisfied
5380,neutral or dissatisfied
5381,neutral or dissatisfied
5382,satisfied
5383,satisfied
5384,satisfied
5385,neutral or dissatisfied
5386,satisfied
5387,neutral or dissatisfied
5388,neutral or dissatisfied
5389,neutral or dissatisfied
5390,satisfied
5391,satisfied
5392,neutral or dissatisfied
5393,neutral or dissatisfied
5394,neutral or dissatisfied
5395,satisfied
5396,satisfied
5397,satisfied
5398,neutral or dissatisfied
5399,satisfied
5400,neutral or dissatisfied
5401,satisfied
5402,satisfied
5403,satisfied
5404,satisfied
5405,neutral or dissatisfied
5406,satisfied
5407,satisfied
5408,neutral or dissatisfied
5409,neutral or dissatisfied
5410,neutral or dissatisfied
5411,neutral or dissatisfied
5412,neutral or dissatisfied
5413,neutral or dissatisfied
5414,neutral or dissatisfied
5415,neutral or dissatisfied
5416,neutral or dissatisfied
5417,satisfied
5418,neutral or dissatisfied
5419,neutral or dissatisfied
5420,neutral or dissatisfied
5421,neutral or dissatisfied
5422,neutral or dissatisfied
5423,satisfied
5424,satisfied
5425,neutral or dissatisfied
5426,neutral or dissatisfied
5427,neutral or dissatisfied
5428,satisfied
5429,satisfied
5430,neutral or dissatisfied
5431,satisfied
5432,neutral or dissatisfied
5433,neutral or dissatisfied
5434,satisfied
5435,neutral or dissatisfied
5436,satisfied
5437,neutral or dissatisfied
5438,neutral or dissatisfied
5439,satisfied
5440,satisfied
5441,neutral or dissatisfied
5442,neutral or dissatisfied
5443,neutral or dissatisfied
5444,neutral or dissatisfied
5445,satisfied
5446,satisfied
5447,neutral or dissatisfied
5448,neutral or dissatisfied
5449,neutral or dissatisfied
5450,neutral or dissatisfied
5451,satisfied
5452,neutral or dissatisfied
5453,neutral or dissatisfied
5454,neutral or dissatisfied
5455,satisfied
5456,neutral or dissatisfied
5457,satisfied
5458,neutral or dissatisfied
5459,satisfied
5460,satisfied
5461,neutral or dissatisfied
5462,neutral or dissatisfied
5463,neutral or dissatisfied
5464,satisfied
5465,satisfied
5466,neutral or dissatisfied
5467,neutral or dissatisfied
5468,satisfied
5469,neutral or dissatisfied
5470,neutral or dissatisfied
5471,neutral or dissatisfied
5472,neutral or dissatisfied
5473,neutral or dissatisfied
5474,neutral or dissatisfied
5475,satisfied
5476,neutral or dissatisfied
5477,neutral or dissatisfied
5478,neutral or dissatisfied
5479,satisfied
5480,neutral or dissatisfied
5481,satisfied
5482,satisfied
5483,neutral or dissatisfied
5484,neutral or dissatisfied
5485,neutral or dissatisfied
5486,neutral or dissatisfied
5487,satisfied
5488,neutral or dissatisfied
5489,neutral or dissatisfied
5490,neutral or dissatisfied
5491,neutral or dissatisfied
5492,satisfied
5493,neutral or dissatisfied
5494,satisfied
5495,satisfied
5496,satisfied
5497,satisfied
5498,neutral or dissatisfied
5499,neutral or dissatisfied
5500,satisfied
5501,neutral or dissatisfied
5502,satisfied
5503,neutral or dissatisfied
5504,neutral or dissatisfied
5505,satisfied
5506,satisfied
5507,neutral or dissatisfied
5508,neutral or dissatisfied
5509,satisfied
5510,satisfied
5511,neutral or dissatisfied
5512,satisfied
5513,satisfied
5514,satisfied
5515,neutral or dissatisfied
5516,neutral or dissatisfied
5517,neutral or dissatisfied
5518,neutral or dissatisfied
5519,neutral or dissatisfied
5520,neutral or dissatisfied
5521,neutral or dissatisfied
5522,neutral or dissatisfied
5523,satisfied
5524,satisfied
5525,satisfied
5526,satisfied
5527,satisfied
5528,neutral or dissatisfied
5529,satisfied
5530,satisfied
5531,neutral or dissatisfied
5532,satisfied
5533,neutral or dissatisfied
5534,satisfied
5535,neutral or dissatisfied
5536,neutral or dissatisfied
5537,satisfied
5538,satisfied
5539,satisfied
5540,neutral or dissatisfied
5541,satisfied
5542,satisfied
5543,neutral or dissatisfied
5544,neutral or dissatisfied
5545,neutral or dissatisfied
5546,neutral or dissatisfied
5547,neutral or dissatisfied
5548,neutral or dissatisfied
5549,satisfied
5550,satisfied
5551,satisfied
5552,neutral or dissatisfied
5553,satisfied
5554,satisfied
5555,satisfied
5556,neutral or dissatisfied
5557,neutral or dissatisfied
5558,neutral or dissatisfied
5559,satisfied
5560,neutral or dissatisfied
5561,satisfied
5562,satisfied
5563,neutral or dissatisfied
5564,neutral or dissatisfied
5565,neutral or dissatisfied
5566,neutral or dissatisfied
5567,neutral or dissatisfied
5568,neutral or dissatisfied
5569,neutral or dissatisfied
5570,satisfied
5571,neutral or dissatisfied
5572,neutral or dissatisfied
5573,satisfied
5574,neutral or dissatisfied
